date,first_prize,last2,front3_1,front3_2,last3_1,last3_2,last3_3
16เมษายน2546,892525,25,525,219,339,67,968
1เมษายน2546,933164,64,164,864,678,637,329
16มีนาคม2546,653062,62,62,648,202,87,20
1มีนาคม2546,441022,22,22,423,220,267,76
17กุมภาพันธ์2546,455578,78,578,618,54,969,808
1กุมภาพันธ์2546,456370,70,370,946,614,298,62
16มกราคม2546,977085,85,85,64,415,355,192
30ธันวาคม2545,895196,96,196,951,911,166,896
16ธันวาคม2545,19682,82,682,676,163,120,758
1ธันวาคม2545,968422,22,422,372,980,883,378
16พฤศจิกายน2545,915344,44,344,551,918,437,899
1พฤศจิกายน2545,505498,98,498,253,412,977,473
16ตุลาคม2545,428641,41,641,511,504,12,441
1ตุลาคม2545,802505,5,505,728,645,673,581
16กันยายน2545,156050,50,50,850,568,898,231
1กันยายน2545,994200,0,200,511,267,990,463
16สิงหาคม2545,120108,8,108,577,51,739,531
1สิงหาคม2545,493438,38,438,882,696,455,445
16กรกฎาคม2545,340264,64,264,693,46,325,390
1กรกฎาคม2545,481447,47,447,241,955,177,638
16มิถุนายน2545,73261,61,261,74,721,566,628
1มิถุนายน2545,161149,49,149,28,796,433,284
16พฤษภาคม2545,598714,14,714,767,657,253,945
2พฤษภาคม2545,590664,64,664,567,647,396,955
16เมษายน2545,522630,30,630,375,869,499,970
1เมษายน2545,990543,43,543,579,714,302,254
16มีนาคม2545,659152,52,152,43,700,667,79
1มีนาคม2545,805590,90,590,557,487,154,348
16กุมภาพันธ์2545,330853,53,853,921,678,200,887
1กุมภาพันธ์2545,633270,70,270,409,564,146,218
16มกราคม2545,709670,70,670,148,951,164,341
30ธันวาคม2544,729367,67,367,648,739,746,111
16ธันวาคม2544,224675,75,675,198,875,383,639
1ธันวาคม2544,737022,22,22,497,134,617,739
16พฤศจิกายน2544,685706,6,706,743,399,766,2
1พฤศจิกายน2544,683472,72,472,523,920,816,944
16ตุลาคม2544,975005,5,5,480,706,261,106
1ตุลาคม2544,104154,54,154,158,273,32,870
16กันยายน2544,616426,26,426,829,958,62,910
1กันยายน2544,119067,67,67,141,452,942,185
16สิงหาคม2544,690135,35,135,102,177,179,5
1สิงหาคม2544,180597,97,597,116,20,868,648
16กรกฎาคม2544,820715,15,715,502,501,712,827
1กรกฎาคม2544,107987,87,987,343,642,969,855
16มิถุนายน2544,762394,94,394,755,503,956,69
1มิถุนายน2544,113311,11,311,804,909,833,109
16พฤษภาคม2544,91982,82,982,614,375,70,550
2พฤษภาคม2544,205095,95,95,649,805,432,940
16เมษายน2544,140843,43,843,280,319,528,3
1เมษายน2544,640998,98,998,496,0,614,78
16มีนาคม2544,633616,16,616,454,7,739,33
1มีนาคม2544,836537,37,537,853,561,472,923
16กุมภาพันธ์2544,621267,67,267,471,552,756,733
1กุมภาพันธ์2544,454703,3,703,130,894,372,450
16มกราคม2544,737016,16,16,363,585,157,780
30ธันวาคม2543,119451,51,451,316,7,639,853
16ธันวาคม2543,969676,76,676,915,552,673,136
1ธันวาคม2543,887956,56,956,564,546,641,709
16พฤศจิกายน2543,565311,11,311,104,943,810,443
1พฤศจิกายน2543,93182,82,182,900,466,68,184
16ตุลาคม2543,620662,62,662,392,766,71,333
1ตุลาคม2543,290582,82,582,266,904,366,180
16กันยายน2543,46251,51,251,59,338,68,602
1กันยายน2543,437367,67,367,529,522,903,654
16สิงหาคม2543,459013,13,13,570,873,781,551
1สิงหาคม2543,267540,40,540,188,819,306,654
16กรกฎาคม2543,931342,42,342,433,972,377,396
1กรกฎาคม2543,674071,71,71,299,467,616,891
16มิถุนายน2543,825696,96,696,575,928,323,117
1มิถุนายน2543,592761,61,761,167,167,59,818
16พฤษภาคม2543,9315,15,315,562,260,359,291
2พฤษภาคม2543,70715,15,715,204,222,879,797
16เมษายน2543,836777,77,777,639,502,731,313
1เมษายน2543,963948,48,948,994,775,355,110
16มีนาคม2543,164311,11,311,650,94,600,713
1มีนาคม2543,997833,33,833,638,172,506,274
16กุมภาพันธ์2543,729816,16,816,916,319,166,181
1กุมภาพันธ์2543,530213,13,213,851,99,260,945
16มกราคม2543,442183,83,183,825,409,502,698
30ธันวาคม2542,51108,8,108,30,612,635,403
16ธันวาคม2542,139853,53,853,301,316,881,436
1ธันวาคม2542,669281,81,281,799,528,969,999
16พฤศจิกายน2542,764354,54,354,149,787,233,242
1พฤศจิกายน2542,561335,35,335,36,558,825,701
16ตุลาคม2542,410227,27,227,284,683,47,504
1ตุลาคม2542,830676,76,676,802,872,151,672
16กันยายน2542,807506,6,506,465,932,682,837
1กันยายน2542,591344,44,344,332,612,372,758
16สิงหาคม2542,340998,98,998,656,963,333,711
1สิงหาคม2542,56860,60,860,986,880,643,39
16กรกฎาคม2542,70416,16,416,31,383,493,430
1กรกฎาคม2542,386441,41,441,671,529,870,12
16มิถุนายน2542,278794,94,794,639,174,228,597
1มิถุนายน2542,77626,26,626,86,61,779,513
16พฤษภาคม2542,618818,18,818,168,430,748,848
2พฤษภาคม2542,691483,83,483,456,860,37,151
16เมษายน2542,625094,94,94,353,944,320,678
1เมษายน2542,479957,57,957,927,134,718,586
16มีนาคม2542,577278,78,278,630,894,186,64
2มีนาคม2542,660214,14,214,586,456,129,274
16กุมภาพันธ์2542,307213,13,213,414,560,914,47
1กุมภาพันธ์2542,342860,60,860,693,610,487,357
16มกราคม2542,190611,11,611,131,865,438,549
30ธันวาคม2541,464147,47,147,507,780,949,249
16ธันวาคม2541,181813,13,813,553,61,754,985
1ธันวาคม2541,836569,69,569,581,150,759,442
16พฤศจิกายน2541,270744,44,744,204,807,637,857
1พฤศจิกายน2541,920846,46,846,290,813,160,442
16ตุลาคม2541,261080,80,80,744,619,357,556
1ตุลาคม2541,987844,44,844,188,62,867,284
16กันยายน2541,65720,20,720,657,825,844,13
1กันยายน2541,872795,95,795,963,160,425,510
16สิงหาคม2541,81784,84,784,917,244,646,446
1สิงหาคม2541,748493,93,493,220,150,17,718
16กรกฎาคม2541,599991,91,991,520,124,19,49
1กรกฎาคม2541,595123,23,123,650,761,16,63
16มิถุนายน2541,858076,76,76,192,353,162,195
1มิถุนายน2541,820088,88,88,670,146,497,815
16พฤษภาคม2541,840043,43,43,639,842,589,819
2พฤษภาคม2541,663807,7,807,728,29,461,433
16เมษายน2541,146573,73,573,172,21,537,56
1เมษายน2541,496930,30,930,664,545,638,827
16มีนาคม2541,572701,1,701,792,608,529,435
1มีนาคม2541,236864,64,864,748,672,851,275
16กุมภาพันธ์2541,612897,97,897,694,602,343,562
1กุมภาพันธ์2541,665959,59,959,483,816,857,889
16มกราคม2541,947195,95,195,344,251,858,337
30ธันวาคม2540,675704,4,704,650,443,279,777
16ธันวาคม2540,294240,40,240,719,757,621,424
1ธันวาคม2540,241559,59,559,863,929,826,771
16พฤศจิกายน2540,875462,62,462,995,395,737,300
1พฤศจิกายน2540,974201,1,201,398,308,772,830
16ตุลาคม2540,405124,24,124,982,803,564,591
1ตุลาคม2540,444413,13,413,248,86,897,466
16กันยายน2540,527514,14,514,982,513,356,879
1กันยายน2540,83537,37,537,591,323,196,587
16สิงหาคม2540,156967,67,967,302,359,575,965
1สิงหาคม2540,54272,72,272,317,971,454,144
16กรกฎาคม2540,509691,91,691,679,826,237,509
1กรกฎาคม2540,676573,73,573,119,96,204,120
16มิถุนายน2540,537146,46,146,616,357,699,825
1มิถุนายน2540,643997,97,997,245,79,187,840
16พฤษภาคม2540,88067,67,67,525,106,218,967
2พฤษภาคม2540,388437,37,437,380,256,560,567
16เมษายน2540,551450,50,450,926,541,652,790
1เมษายน2540,617629,29,629,524,261,628,800
16มีนาคม2540,100474,74,474,364,448,227,52
1มีนาคม2540,976779,79,779,981,484,147,913
16กุมภาพันธ์2540,499884,84,884,947,162,475,333
1กุมภาพันธ์2540,750792,92,792,574,27,717,30
16มกราคม2540,151995,95,995,476,122,570,203
30ธันวาคม2539,879454,54,454,268,793,141,585
16ธันวาคม2539,593856,56,856,443,817,556,84
1ธันวาคม2539,179528,28,528,668,223,659,205
16พฤศจิกายน2539,951088,88,88,211,683,495,805
1พฤศจิกายน2539,512694,94,694,242,904,322,559
16ตุลาคม2539,198019,19,19,180,822,708,658
1ตุลาคม2539,947788,88,788,970,891,665,444
16กันยายน2539,814368,68,368,598,898,189,764
1กันยายน2539,470136,36,136,23,926,669,275
16สิงหาคม2539,352768,68,768,193,899,326,98
1สิงหาคม2539,151091,91,91,616,466,508,336
16กรกฎาคม2539,332687,87,687,917,715,472,810
1กรกฎาคม2539,625379,79,379,766,662,980,945
16มิถุนายน2539,318311,11,311,216,491,187,359
1มิถุนายน2539,869656,56,656,814,221,269,615
17พฤษภาคม2539,978140,40,140,753,214,437,185
2พฤษภาคม2539,247351,51,351,541,752,346,619
16เมษายน2539,49584,84,584,774,352,221,550
1เมษายน2539,660765,65,765,907,13,388,392
16มีนาคม2539,19128,28,128,276,737,966,945
1มีนาคม2539,304855,55,855,727,606,644,439
16กุมภาพันธ์2539,681455,55,455,499,776,644,287
1กุมภาพันธ์2539,256556,56,556,269,67,55,499
16มกราคม2539,318302,2,302,218,824,446,619
30ธันวาคม2538,327686,86,686,47,484,561,459
16ธันวาคม2538,952808,8,808,687,325,406,390
1ธันวาคม2538,714426,26,426,745,164,273,870
16พฤศจิกายน2538,239422,22,422,850,788,837,767
1พฤศจิกายน2538,282069,69,69,79,625,641,943
16ตุลาคม2538,322154,54,154,869,241,927,162
1ตุลาคม2538,317092,92,92,761,398,190,882
16กันยายน2538,876454,54,454,515,582,975,828
1กันยายน2538,620837,37,837,836,938,722,556
16สิงหาคม2538,265333,33,333,512,354,556,183
1สิงหาคม2538,464819,19,819,590,702,746,692
16กรกฎาคม2538,248122,22,122,965,710,853,37
1กรกฎาคม2538,939901,1,901,194,289,406,678
16มิถุนายน2538,46698,98,698,826,787,855,73
1มิถุนายน2538,105615,15,615,173,747,351,686
17พฤษภาคม2538,220381,81,381,554,605,975,114
2พฤษภาคม2538,504692,92,692,883,48,862,682
16เมษายน2538,53581,81,581,995,609,686,813
1เมษายน2538,427039,39,39,62,549,266,749
16มีนาคม2538,646847,47,847,672,250,440,912
1มีนาคม2538,411454,54,454,710,340,190,221
16กุมภาพันธ์2538,869070,70,70,958,285,974,621
1กุมภาพันธ์2538,198162,62,162,481,950,878,55
16มกราคม2538,922388,88,388,401,866,672,530
30ธันวาคม2537,628406,96,906,990,798,713,339
16ธันวาคม2537,510004,4,4,50,654,129,766
1ธันวาคม2537,683268,18,168,102,342,923,448
16พฤศจิกายน2537,609584,94,984,982,504,902,225
1พฤศจิกายน2537,167677,97,977,976,110,365,96
16ตุลาคม2537,758304,84,804,879,165,294,428
1ตุลาคม2537,712844,24,244,223,623,251,229
16กันยายน2537,478193,13,193,188,46,255,164
1กันยายน2537,622089,39,389,367,891,718,949
16สิงหาคม2537,650476,6,76,28,303,724,897
1สิงหาคม2537,311405,75,705,785,396,149,26
16กรกฎาคม2537,596289,19,189,174,424,686,628
1กรกฎาคม2537,656826,76,726,739,372,902,868
16มิถุนายน2537,194735,55,535,553,302,583,524
1มิถุนายน2537,356080,40,480,417,474,564,989
16พฤษภาคม2537,207176,46,476,429,93,544,535
2พฤษภาคม2537,307287,77,787,769,535,317,170
16เมษายน2537,789391,31,391,321,785,982,151
1เมษายน2537,426981,51,581,529,675,35,704
16มีนาคม2537,172333,63,633,619,382,166,515
1มีนาคม2537,337373,13,173,141,82,631,8
16กุมภาพันธ์2537,767904,44,404,476,943,520,753
1กุมภาพันธ์2537,598468,58,568,505,173,746,268
16มกราคม2537,479127,7,27,23,873,237,845
30ธันวาคม2536,266918,98,918,972,874,902,69
16ธันวาคม2536,404350,0,50,69,646,156,478
1ธันวาคม2536,367063,83,863,898,294,139,959
16พฤศจิกายน2536,751512,32,312,382,410,507,184
1พฤศจิกายน2536,390894,4,94,94,701,103,895
16ตุลาคม2536,761176,46,476,458,254,216,684
1ตุลาคม2536,341597,37,397,326,489,401,928
16กันยายน2536,428675,55,575,511,296,963,890
1กันยายน2536,281209,69,609,600,738,227,181
16สิงหาคม2536,408864,44,464,486,30,260,200
1สิงหาคม2536,413774,44,474,406,273,778,446
16กรกฎาคม2536,568606,16,106,121,865,873,702
1กรกฎาคม2536,382020,30,320,329,729,189,206
16มิถุนายน2536,211987,17,187,139,146,955,961
1มิถุนายน2536,348847,77,747,761,813,645,11
16พฤษภาคม2536,163398,38,398,353,109,740,812
2พฤษภาคม2536,774950,80,850,899,532,916,661
16เมษายน2536,563201,81,801,809,265,995,970
1เมษายน2536,582555,85,855,889,859,255,60
16มีนาคม2536,768069,99,969,998,554,547,731
1มีนาคม2536,400628,18,128,119,449,968,65
16กุมภาพันธ์2536,754945,55,545,541,165,31,850
1กุมภาพันธ์2536,745933,73,733,721,171,767,507
16มกราคม2536,542381,61,681,625,419,335,947
30ธันวาคม2535,666215,5,15,23,510,563,810
16ธันวาคม2535,482653,13,153,192,945,601,383
1ธันวาคม2535,712092,72,792,765,19,406,153
16พฤศจิกายน2535,368568,28,268,245,223,632,49
1พฤศจิกายน2535,626782,12,182,135,879,263,789
16ตุลาคม2535,357699,39,399,379,412,312,37
1ตุลาคม2535,637957,87,857,871,752,765,654
16กันยายน2535,687410,80,810,888,221,127,30
1กันยายน2535,144661,51,561,568,60,307,125
16สิงหาคม2535,623460,70,760,791,978,251,422
1สิงหาคม2535,669777,87,877,886,712,935,593
16กรกฎาคม2535,795443,3,43,87,492,324,756
1กรกฎาคม2535,511996,86,896,856,999,813,561
16มิถุนายน2535,556943,23,243,292,392,880,914
1มิถุนายน2535,518419,19,119,129,169,351,245
16พฤษภาคม2535,282749,69,649,659,333,738,246
2พฤษภาคม2535,576539,79,739,786,79,444,732
16เมษายน2535,269937,47,437,410,836,662,139
1เมษายน2535,224470,40,470,403,624,863,13
16มีนาคม2535,121835,35,335,348,4,578,543
1มีนาคม2535,729152,42,452,460,870,902,24
16กุมภาพันธ์2535,186870,10,170,194,641,849,349
1กุมภาพันธ์2535,598692,42,492,463,936,952,683
16มกราคม2535,114942,82,842,818,34,543,672
30ธันวาคม2534,320830,10,130,176,318,87,182
16ธันวาคม2534,724143,63,643,688,613,667,717
1ธันวาคม2534,147074,14,174,105,540,794,6
16พฤศจิกายน2534,437352,82,852,808,979,477,937
1พฤศจิกายน2534,789428,58,528,578,516,537,183
16ตุลาคม2534,207820,20,220,238,585,566,338
1ตุลาคม2534,273044,44,444,496,978,318,977
16กันยายน2534,479044,94,944,918,114,298,220
1กันยายน2534,670043,3,43,49,81,237,661
16สิงหาคม2534,374655,15,155,189,845,377,44
1สิงหาคม2534,658054,14,154,111,459,509,753
16กรกฎาคม2534,167194,64,694,662,822,846,951
1กรกฎาคม2534,444172,42,472,458,771,134,196
16มิถุนายน2534,536463,23,263,291,370,785,761
1มิถุนายน2534,249637,67,637,677,318,303,485
16พฤษภาคม2534,253230,30,330,363,931,269,688
2พฤษภาคม2534,422212,42,412,463,536,296,630
16เมษายน2534,482403,73,703,757,565,711,970
1เมษายน2534,160686,46,486,403,819,416,103
16มีนาคม2534,589164,14,164,159,540,715,527
1มีนาคม2534,459807,67,607,672,950,783,676
16กุมภาพันธ์2534,322378,8,78,33,992,658,242
1กุมภาพันธ์2534,539649,69,649,675,79,455,458
16มกราคม2534,532873,63,673,629,649,645,225
30ธันวาคม2533,219094,94,994,905,516,367,330
16ธันวาคม2533,440779,99,979,921,708,359,171
1ธันวาคม2533,477194,44,494,488,237,586,692
16พฤศจิกายน2533,122653,63,653,606,426,20,721
1พฤศจิกายน2533,438023,3,23,82,694,516,619
16ตุลาคม2533,562630,30,330,356,351,928,923
1ตุลาคม2533,573880,80,880,837,43,977,58
16กันยายน2533,520239,9,39,55,461,211,85
1กันยายน2533,162238,8,38,83,862,938,161
16สิงหาคม2533,167193,53,593,543,325,746,361
1สิงหาคม2533,186718,58,518,592,579,70,973
16กรกฎาคม2533,381417,87,817,811,342,619,112
1กรกฎาคม2533,107683,53,583,543,43,641,38
16มิถุนายน2533,353034,44,434,465,878,144,198
1มิถุนายน2533,235547,47,447,472,118,115,227
16พฤษภาคม2533,507127,27,227,234,565,815,942
2พฤษภาคม2533,589886,86,886,801,186,644,668
16เมษายน2533,509289,9,89,84,664,59,912
1เมษายน2533,473425,15,125,139,301,637,195
16มีนาคม2533,324020,50,520,588,443,275,775
1มีนาคม2533,496890,20,290,215,624,452,87
16กุมภาพันธ์2533,373289,29,289,201,889,596,386
1กุมภาพันธ์2533,107849,69,649,682,756,481,259
16มกราคม2533,399223,93,923,997,898,234,288
